"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"730","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","SILICONA JAZMIN 450ML EQUIVALENTE A LA MARCA SUNUP",1,"Frasco","CLP",1163,0,0,NA,1163,1163,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA SPRAY VAINILLA 400M EQUIVALENTE A LA MARCA SONAX",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",4346,4346,35194,0,35194,"SI"
"731","1057402-11701-AG24","04-12-2024 0:00:00","PRENEC.STOCK.PROPIO.DICIEMBRE.CX.REVISIONALES.(INS)","PRENEC.STOCK.PROPIO.DICIEMBRE.CX.REVISIONALES.(INS) FLETE AEREO CARGO PROVEEDOR ITEM PTTO: 22.04.005.003 Otros Insumos Clínicos - Cirugía PRENEC Orden de Compra generada por invitación a compra ágil: 1057402-1455-COT24 *Insumos para Servicio ejecución cirugías revisionales post Bariátricas","Recepcion Conforme","Compra Agil","CLP",1225700,0,0,232883,1458583,232883,1225700,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","COMERCIAL KENDALL (CHILE) LTDA","77.237.150-0","VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.","1.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Productos para el cuidado de heridas","Cierres médicos de tejidos y productos relacionados",42312010,"Grapadoras para cierre de piel","Grapadoras para cierre de piel","347-9112-1 ENDOGIA 60 MM ARTICULADA VASCULAR EGIA60CTAVM",7,"Unidad","CLP",175100,0,0,NA,1225700,1225700,"1057402-1455-COT24","(INS) RECARGA TRISTAPLE DE 60 MM COLOR BEIGE PARA TEJIDO VASCULAR A MEDIO GRAPAS DE 2.0- 2.5 -3.0 MM","Estimado, favor solicito pueda cotizar lo señalado en asunto, indicando: FICHA TÉCNICA • Valor unitario neto • Presentación o factor de empaque • Flete considerado a nuestra región • Cuenta con stock para despacho inmediato. LAS COTIZACIONES QUE PRESENTEN MONTO 1 O 0 QUEDARAN DESESTIMADAS Atento a sus comentarios","02-12-2024 0:00:00","03-12-2024 0:00:00",1500000,"RECARGA TRISTAPLE DE 60 MM COLOR BEIGE PARA TEJIDO VASCULAR A MEDIO GRAPAS DE 2.0- 2.5 -3.0 MM * REF. EGIA 60AVM  * INCLUIR FICHA TECNICA *",42312010,"Grapadoras para cierre de piel",7,"COMERCIAL KENDALL (CHILE) LTDA","77.237.150-0","EGIA60AVM Recarga tristaple, Medtronic. Para mayor información ver ficha técnica adjunta.",175100,1225700,1225700,0,1458583,"SI"
"732","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","SILICONA LIQUIDA SPORT FRESH EQUIVALENTE A LA MARCA SONAX",1,"Frasco","CLP",3503,0,0,NA,3503,3503,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA SPRAY VAINILLA 400M EQUIVALENTE A LA MARCA SONAX",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",4346,4346,35194,0,35194,"SI"
"733","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","LIMPIADOR NEW CAR 400ML EQUIVALENTE A LA MARCA SONAX",1,"Frasco","CLP",4346,0,0,NA,4346,4346,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA SPRAY VAINILLA 400M EQUIVALENTE A LA MARCA SONAX",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",4346,4346,35194,0,35194,"SI"
"734","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","SILICONA SPRAY MANZANA 400M EQUIVALENTE A LA MARCA SONAX",1,"Frasco","CLP",4346,0,0,NA,4346,4346,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA JAZMIN 450ML EQUIVALENTE A LA MARCA SUNUP",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",1163,1163,35194,0,35194,"SI"
"735","1085944-18-AG24","10-12-2024 0:00:00","5076 Difusion Proyecto GORE - HCM 2024  (II)","Orden de Compra generada por invitación a compra ágil desde ID  1085944-20-COT24, por el servicios de difusión Proyecto GORE - HCM (II), de acuerdo a detalle: - Proyecto Contactabilidad - Terapia Ocupacional - Prehabilitacion TMT  - Rehabilitación Musculoesquelética  - Fonoaudiología   FACTURACION: EMITIR UNA FACTURA POR CADA PROYECTO IDENTIFICADO CONSIDERANDO ID","Recepcion Conforme","Compra Agil","CLP",5e+05,0,0,95000,595000,95000,5e+05,"30 dias contra la recepcion conforme de la factura","Otra Forma de Despacho","22038","Fondos Extrapresupuestarios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","soberania limitada","76.385.033-1","publicidad","4.0","Región de Magallanes y de la Antártica","Productos impresos y publicaciones","Medios impresos","Publicaciones impresas",55101505,"Publicaciones","Publicaciones","Servicio por Programa de TV y Radio para el HCM Proyecto GORE II, Rehabilitacion Musculoesqueletica ID 2982, (CDP 23)",1,"Unidad","CLP",1e+05,0,0,0,1e+05,1e+05,"1085944-20-COT24","Servicio por Programa de TV y Radio para el HCM Proyecto GORE II","El hospital requiere la compra de servicio de espacio radial, televisión con cobertura regional y en redes sociales, requerido para la emisión de 5 programa especial de difusión de proyecto denominado ”Proyecto Gore II”, En documento adjunto se encuentran los Aspectos técnicos que debe considerar el oferente al cotizar”, indispensables para su evaluación y adjudicación de esta publicación, que será de cargo del Referente Técnico del Hospital.","02-12-2024 0:00:00","03-12-2024 0:00:00",788000,"Servicio por Programa de TV y Radio para el HCM Proyecto GORE II",55101505,"Publicaciones",1,"soberania limitada","76.385.033-1","servicio de espacio radial, televisión con cobertura regional y en redes sociales, requerido para la emisión de 5 programa especial de difusión de proyecto denominado ”Proyecto Gore II”",5e+05,5e+05,5e+05,0,595000,"SI"
"736","1057402-11198-AG24","22-11-2024 0:00:00","PABELLON/NOV/ALAMBRES CERCLAJE (iNS)","1057402-1302-COT24 FLETE AÉREO CARGO PROVEEDOR (2 DÍAS) PEDIDO PABELLON, NOVIEMBRE, ALAMBRES DE CERCLAJE","Recepcion Conforme","Compra Agil","CLP",462400,0,0,87856,550256,87856,462400,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","COMERCIALIZADORA DE ARTICULOS DE ORTOPEDIA Y TRAUMATOLOGIA","79.540.080-k","VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C","4.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Productos quirúrgicos","Instrumentos quirúrgicos para el cierre de tejidos, suturas y productos relacionados",42292904,"Sutura quirúrgica o agarradores de alambre o productos relacionados","Sutura quirúrgica o agarradores de alambre o productos relacionados","347-2003-5 ALAMBRE CERCLAJE 1.2 MM X 10 M",2,"Rollo","CLP",69500,0,0,NA,139000,139000,"1057402-1302-COT24","(INS) ALAMBRE CERCLAJE","INDICAR TIPO FLETE A PUNTA ARENAS, INCLUIR FICHA TECNICA, INDICAR FACTOR EMPAQUE.","14-10-2024 0:00:00","15-10-2024 0:00:00",750000,"ALAMBRE CERCLAJE ACERO INOXIDABLE EN ROLLO 0.8 X 10 MTS (Para reducción de Fractura y la flexión por tensión de fragmentos óseos)",42292904,"Sutura quirúrgica o agarradores de alambre o productos relacionados",2,"COMERCIALIZADORA DE ARTICULOS DE ORTOPEDIA Y TRAUMATOLOGIA","79.540.080-k","Alambre de Cerclaje diferentes diámetros, marca Micromed (Alemania). Plazo de Entrega 2 días. Empaque bolsa de 10 metros.",53900,107800,462400,0,550256,"SI"
"737","1057402-10780-AG24","11-11-2024 0:00:00","COMPRA.ALT/NOV.SELLO.CAND(INS)","COMPRA.ALT/NOV.SELLO.CAND(INS) FLETE AEREO CARGO HOSPITAL FAVOR CONTACTAR AL NUMERO 612293487 COT: 1057402-1363-COT24 COMPRA ALTERNATIVA DE LA ORDEN 1057402-10350-SE24","Recepcion Conforme","Compra Agil","CLP",1440000,0,0,273600,1713600,273600,1440000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","NOVOSALUD  SPA","76.768.780-k","VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA","1.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Productos para la esterilización médica","Controles e indicadores de esterilización",42281807,"Cintas indicadores de esterilización","Cintas indicadores de esterilización","222-0483-1 SELLO O CANDADO AUTOCLAVABLE PARA CONTENEDORES QUIRURGICOS",12000,"Unidad","CLP",120,0,0,NA,1440000,1440000,"1057402-1363-COT24","SELLO O CANDADO AUTOCLAVABLE PARA CONTENEDORES QUIRURGICOS","Estimado, favor solicito pueda cotizar lo señalado en asunto, indicando:  •             Valor unitario neto •             Presentación o factor de empaque •             Flete considerado a nuestra región(INDICAR SI ES AEREO O TERRESTRE) •             Cuenta con stock para despacho inmediato.  LAS COTIZACIONES QUE PRESENTEN MONTO 1 O 0 QUEDARAN DESESTIMADAS  Atento a sus comentarios","07-11-2024 0:00:00","08-11-2024 0:00:00",350000,"SELLO O CANDADO AUTOCLAVABLE PARA CONTENEDORES QUIRURGICOS",42281807,"Cintas indicadores de esterilización",12000,"NOVOSALUD  SPA","76.768.780-k","CANDADO CON INDICADOR VAPOR CAJAS X 1000 UDS. SE COTIZA POR UNIDAD. FT ADJUNTA-. ENTREGA 7 DIAS HABILES. DESPACHO SIN COSTO SOBRE 100.000 NETOS. CONTACTO CECILIA BAEZA CBAEZA@NOVOSALUD.CL 981389361.",120,1440000,1440000,0,1713600,"SI"
"738","1057402-11200-AG24","22-11-2024 0:00:00","PABELLON/NOV/FRASCOS BIOPSIAS TRANSP (INS)","1057402-1415-COT24 FLETE TERRESTRE EXPRESO CARGO HOSPITAL, FAVOR CONTACTAR A UNIDAD DE SEGUIMIENTO AL TELÉFONO 612293487. PEDIDO PABELLON, NOVIEMBRE, FRASCOS PARA BIOPSIAS TRANSPARENTES 100-120 Y DE 250 CC","Recepcion Conforme","Compra Agil","CLP",474000,0,0,90060,564060,90060,474000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA","89.752.800-2","VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C","2.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Suministros y productos clínicos","Agujas clínicas",42142518,"Productos de aspiración para biopsia o accesorios","Productos de aspiración para biopsia o accesorios","241-0504-8 FRASCO BIOPSIA TRANSPARENTE C/TAPA INTERNA Y EXTERNA 100 CC",600,"Unidad","CLP",350,0,0,NA,210000,210000,"1057402-1415-COT24","FRASCO PARA BIOPSIA, TRANSPARENTE","FRASCO PARA BIOPSIA, NO ESTERIL, TRANSPARENTE, DE POLIETILENO, CON TAPA Y CONTRA TAPA BLANCA, SUPERFICIE LISA, CAPACIDAD DE 100 A 120CC, Y DE 250 CC. SE REQUIERE ADJUNTAR FICHA TECNICA. SE EVALUARÁ LA OFERTA QUE COTICE LAS DOS LÍNEAS.","20-11-2024 0:00:00","21-11-2024 0:00:00",810000,"FRASCO PARA BIOPSIA, TRANSPARENTE, 100- 120 CC",42142518,"Productos de aspiración para biopsia o accesorios",600,"DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA","89.752.800-2","ENTREGA DENTRO DE 2 DIAS HABILES DESPUES DE RECIBIDA LA ORDEN DE COMPRA  EN NUESTRA SEDE UBICADOS EN CARLOS PALACIOS 1033 RENCA SANTIAGO.. SE ADJUNTA FICHA TECNICA .Teléfonos: 2-26731206 2-26717467 Contacto@distribuidoraperez.cl",350,210000,474000,0,564060,"SI"
"739","1057402-11200-AG24","22-11-2024 0:00:00","PABELLON/NOV/FRASCOS BIOPSIAS TRANSP (INS)","1057402-1415-COT24 FLETE TERRESTRE EXPRESO CARGO HOSPITAL, FAVOR CONTACTAR A UNIDAD DE SEGUIMIENTO AL TELÉFONO 612293487. PEDIDO PABELLON, NOVIEMBRE, FRASCOS PARA BIOPSIAS TRANSPARENTES 100-120 Y DE 250 CC","Recepcion Conforme","Compra Agil","CLP",474000,0,0,90060,564060,90060,474000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA","89.752.800-2","VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C","2.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Suministros y productos clínicos","Agujas clínicas",42142518,"Productos de aspiración para biopsia o accesorios","Productos de aspiración para biopsia o accesorios","FRASCO BIOPSIA TRANSPARENTE C/TAPA INTERNA Y EXTERNA 250 CC",400,"Unidad","CLP",660,0,0,NA,264000,264000,"1057402-1415-COT24","FRASCO PARA BIOPSIA, TRANSPARENTE","FRASCO PARA BIOPSIA, NO ESTERIL, TRANSPARENTE, DE POLIETILENO, CON TAPA Y CONTRA TAPA BLANCA, SUPERFICIE LISA, CAPACIDAD DE 100 A 120CC, Y DE 250 CC. SE REQUIERE ADJUNTAR FICHA TECNICA. SE EVALUARÁ LA OFERTA QUE COTICE LAS DOS LÍNEAS.","20-11-2024 0:00:00","21-11-2024 0:00:00",810000,"FRASCO PARA BIOPSIA, TRANSPARENTE, 100- 120 CC",42142518,"Productos de aspiración para biopsia o accesorios",600,"DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA","89.752.800-2","ENTREGA DENTRO DE 2 DIAS HABILES DESPUES DE RECIBIDA LA ORDEN DE COMPRA  EN NUESTRA SEDE UBICADOS EN CARLOS PALACIOS 1033 RENCA SANTIAGO.. SE ADJUNTA FICHA TECNICA .Teléfonos: 2-26731206 2-26717467 Contacto@distribuidoraperez.cl",350,210000,474000,0,564060,"SI"
