codigoOC,FechaEnvioOC,NombreOC,DescripcionOC,MontoNetoOC,DescuentosOC,CargosOC,ImpuestosOC,MontoTotalOC,UnidadCompra,Proveedor,ProveedorRUT,ActividadProveedor,TamanoProveedor,RegionProveedor,CodigoProductoONU,DescripcionItem,CantidadItem,UnidadMedida,MontoNetoItem,MontoTotalItem,CodigoCotizacion,DescripcionCotizacion,CodigoProductoCotizadoONU,RUTProveedorCotizacion,DetalleCotizacion
1058012-774-AG24,4/8/2024,COMPRA ALTERNATIVA FALTA CENABAST MARZO / PARGEVERINA AM 5 MG ML,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR N° ORDEN 1058012-627-AG24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1058012-234-COT24.,$177.000,000,000,33630,210630,Fármarcos,LABORATORIO BIOSANO S A,88.597.500-3,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Grande,Región Metropolitana de Santiago,51172101,PARGEVERINA AM 5 MG ML,500,Ampolla,354,177000,1058012-234-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE PARGEVERINA AM 5 MG ML. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51172101,88.597.500-3,"Pargeverina Clorhidrato 5 mg 1 ml, solución inyectable, ampolla, estuche x 5 unid. Registro F-21075 19.Fecha de vencimiento: 30-10-2024, Contacto aparra@biosano.cl + 56 962466116 Monto mínimo para despacho $200.000, tiempo de despacho 10 días hábiles"
1058012-7459-AG25,13/6/2025,FARMACIA AMBULATORIA JUNIO / SALES REHIDRATANTES 90 MEQ SODIO,PEDIDO FARMACIA AMBULATORIA JUNIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS SEGÚN COTIZACIÓN. REF 1058012-396-COT25.,$106.200,000,000,20178,126378,Fármarcos,SCM PHARMA SPA,77.337.544-5,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Mediana,Región Metropolitana de Santiago,85121902,SALES REHIDRATANTES 90 MEQ SODIO,300,Unidad,354,106200,1058012-396-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE SALES REHIDRATANTES 90 MEQ SODIO. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (UD), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,77.337.544-5,"Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 7 dias- monto mínimo de despacho $ 100.000.- Cotización valida por 15 días."
1058012-1936-AG24,13/8/2024,COMITÉ FARMACIA JULIO / CIANOCOBALAMINA 1000 MCG CP,"PEDIDO COMITÉ FARMACIA JULIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO PARCIALIZADO, PRIMER DESPACHO POR 90 COMPRIMIDOS, SIGUIENTES DESPACHOS EN CANTIDAD Y FECHAS A CONFIRMAR AL CORREO rodrigo.barria.b@redsalud.gob.cl Ó AL FONO 61-2293466 CON D. RODRIGO BARRÍA. REF 1058012-514-COT24.",$525.000,000,000,99750,624750,Fármarcos,FARMACEUTICA BIOFORMULA LIMITADA,76.030.398-4,FARMACIAS INDEPENDIENTES| VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTA AL POR MENOR DE ARTICULOS DE TOCADOR Y COSMETICOS,Mediana,Región Metropolitana de Santiago,85121902,CIANOCOBALAMINA 1000 MG CP,1500,Cápsula,350,525000,1058012-514-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CIANOCOBALAMINA 1000 MG CP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR CON DESPACHO PARCIALIZADO A SOLICITUD DEL HCM (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.030.398-4,"Productos de Recetario Magistral, Venicimiento 40 dias segun DS79. Despacho en 48 a 72 hrs. Monto de Facturacion minima para despacho $40.000 + iva"
1058012-7071-AG25,23/5/2025,COMPRA ALTERNATIVA FARMACIA AMBULATORIA MAYO / ESTRADIOL 17 B 1 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-6987-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 72 HORAS CARGO DEL PROVEEDOR CARGO DEL PROVEEDOR. ZGEN 100002528. REF 1058012-309-COT25.,$594.000,000,000,112860,706860,Fármarcos,LABORATORIOS RECALCINE SA,91.637.000-8,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",Grande,Región Metropolitana de Santiago,51181813,ESTRADIOL 17 B 1 MG CM,1800,Comprimido,330,594000,1058012-309-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ESTRADIOL 17 B 1 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN SOLICITADA.",51181813,91.637.000-8,"880955 PRIMAQUIN 1 MG CAJA X 30 COMPRIMIDOS PA ESTRADIOL 1 MG REG ISP F-11122/21 VENCE 16-07-2029 PLAZO ENTREGA 72 HORAS PRECIO COTIZADO ES POR COMPRIMIDO, TRANSPORTE TERRESTRE"
1058012-7374-AG25,6/9/2025,FALTA CENABAST/ONDANSETRON 2MG/ML SOL. INY. A. O FAM 2ML,PEDIDO FALTA CENABAST. COMPRA AGIL. DESPACHOA CARGO DEL PROVEEDOR. 1058012-376-COT25,$191.400,000,000,36366,227766,Fármarcos,NEOETHICALS CHILE SPA,76.458.051-6,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,Micro,Región Metropolitana de Santiago,51171816,ONDANSETRON 2MG/ML SOL. INY. A. O FAM 2ML,600,Frasco Ampolla,319,191400,1058012-376-COT25,"EL HCM REQUIERE ONDANSETRON 2MG/ML SOL. INY. A. O FAM 2ML. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51171816,76.458.051-6,NEOETHICALS CHILE SPA. Entrega en 2-3 días hábiles una vez aceptada la orden de compra. Sin costo por despacho. Adjunto cotización detallada. Sin Pedido mínimo. Se adjunta ISP y anexos técnicos. Validez de oferta 60 días.
1058012-574-AG24,3/4/2024,FARMACIA DOSIS UNITARIA MARZO/ LIDOCAINA HCI 2% 5 ML,PEDIDO FARMACIA DOSIS UNITARIA MARZO. COMPRA AGIL DESPACHO PARCIAL CARGO DEL PROVEEDOR. 1058012-163-COT24,$945.000,000,000,179550,1124550,Fármarcos,LABORATORIO SANDERSON SA,91.546.000-3,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Grande,Región del Biobío,51142904,LIDOCAINA HCI 2% 5 ML,3000,Unidad,315,945000,1058012-163-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE LIDOCAINA HCI 2% 5 ML. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51142904,91.546.000-3,"Cotización_0020162667, despacho en cajas cerradas, según factor de empaque. Despacho mínimo $200.000.- Nota. Producto sujeto a disponibilidad. Oferta no incluye traslado."
1058012-1795-AG24,26/7/2024,(FAR) FARMACIA AMBULATORIA JULIO / SALES REHIDRATANTES 90 MEQ SODIO,PEDIDO FARMACIA AMBULATORIA JULIO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 48 HRS. SEGÚN COTIZACIÓN. REF 1058012-508-COT24.,$60.000,000,000,11400,71400,Fármarcos,ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,76.956.140-4,"VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS",Grande,Región del Libertador General Bernardo O´Higgins,85121902,SALES REHIDRATANTES 90 MEQ SODIO,200,Sobre,300,60000,1058012-508-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE SALES REHIDRATANTES 90 MEQ SODIO. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (GR), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.956.140-4,SE ADJUNTA COTIZACION Entrega en 48 horas una vez aceptada la orden de compra. Monto mínimo de compra 50.000 neto Sin costo por despacho. Vigencia de cotización 60 días.
1058012-6744-AG25,4/10/2025,COMPRA ALTERNATIVA FARMACIA AMBULATORIA MARZO / ESTRADIOL 17 B 1 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-4649-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 2 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-197-COT25.,$360.000,000,000,68400,428400,Fármarcos,LABORATORIOS RECALCINE SA,91.637.000-8,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",Grande,Región Metropolitana de Santiago,51181813,ESTRADIOL 17 B 1 MG CM,1200,Comprimido,300,360000,1058012-197-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ESTRADIOL 17 B 1 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN CUALQUIER INFORMACIÓN SOLICITADA PARA ESTA COTIZACIÓN.",51181813,91.637.000-8,880955 PRIMAQUIN 1MG CAJA X 30 COMPRIMIDOS PA ESTRADIOL 1 MG REG ISP F-11122/21 VENCE 16-07-2029 FLETE INCLUIDO DESPACHO EN 2 DÍAS/48 HRS MÍN DE FACTURACIÓN 100.000 SE COTIZAN VALORES NETOS STOCK PARA DESPACHO INMEDIATO
1058012-2760-AG24,26/11/2024,COMPRA ALTERNATIVA FARMACIA AMBULATORIA NOVIEMBRE / TIAMAZOL 5 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-2648-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. ZGEN 100004941. REF 1058012-637-COT24.,$230.400,000,000,43776,274176,Fármarcos,INVERSIONES PHARMAVISAN SOCIEDAD ANONIMA,76.055.804-4,VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C,Grande,Región Metropolitana de Santiago,51181605,TIAMAZOL 5 MG CM,800,Comprimido,288,230400,1058012-637-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE TIAMAZOL 5 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51181605,76.055.804-4,"Se adjunta cotización solicitada en base a stock disponible para despacho inmediato, una vez aceptada la OC, monto mínimo de despacho $150.000 netos y servicio de post venta. Valerie Aguilera Correo: licitaciones@pharmavisan.cl Fono: 223039417"
1057402-22060-AG25,4/9/2025,PEDIDO FARMACIA/PILAS N°13 AUDIFONOS (PROT,"PEDIDO PILAS 13, STOCK PARA MESES MARZO-DICIEMBRE 2025, COMPRA ÁGIL 1057402-480-COT25, FLETE CARTO HOSPITAL CON RETIROS PARCIALES MARZO-DICIEMBRE 2025",$1.944.000,000,000,369360,2313360,Bienes y Servicios,DCV COMPUTACION LTDA,76.449.981-6,"SUMINISTROS, EQUIPOS Y SERVICIOS COMPUTACIONALES",Mediana,Región Metropolitana de Santiago,26111706,PILAS N°13 AUDÍFONOS,7200,Unidad,270,1944000,1057402-480-COT25,"SE REQUIEREN 7200 PILAS N°13 PARA AUDIFONOS, SE REQUERIRAN DESPACHOS PARCIALIZADOS DE 720 UNIDADES MENSUALES (MARZO A DICIEMBRE 2025).",26111706,76.449.981-6,"Se adjunta cotización con detalle de lo cotizado, tiempo de entrega días hábiles, despacho incluido"
1058012-7823-AG25,25/7/2025,FARMACIA AMBULATORIA JULIO / CALCIO CITRATO TETRAHIDRATADO / VITAMINA D3 ( C ) 313 MG / 400 UI,PEDIDO FARMACIA AMBULATORIA JULIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-489-COT25.,$318.000,000,000,60420,378420,Fármarcos,SCM PHARMA SPA,77.337.544-5,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Mediana,Región Metropolitana de Santiago,12162205,CALCIO CITRATO TETRAHIDRATADO / VITAMINA D3 ( C ) 313 MG / 400 UI,1500,Cápsula,212,318000,1058012-489-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CALCIO CITRATO TETRAHIDRATADO/VITAMINA D3 (C) 313 MG. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",12162205,77.337.544-5,"Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 7 dias- monto mínimo de despacho $ 100.000.- Cotización valida por 15 días."
1058012-4598-AG25,3/6/2025,COMPRA ALTERNATIVA FALTA CENABAST FEBRERO / ZOLPIDEM 10 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN OC N° 1058012-4429-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS HÁBILES SEGÚN COTIZACIÓN. ZGEN 100002087. REF 1058012-128-COT25.,$189.000,000,000,35910,224910,Fármarcos,GADORPHARMA SPA,76.453.466-2,COMERCIALIZACIÓN DE PRODUCTOS FARMACÉUTICOS,Mediana,Región Metropolitana de Santiago,51141808,ZOLPIDEM 10 MG CM,900,Comprimido,210,189000,1058012-128-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ZOLPIDEM 10 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARA INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, NO ENTREGUEN DOCUMENTACIÓN TÉCNICA U OMITAN INFORMACIÓN.",51141808,76.453.466-2,"SOMIT COMPRIMIDOS RECUBIERTOS 10 mg ZOLPIDEM HEMITARTRATO, Estuche con 30 comprimidos. Reg ISP:F-24222. Valor indicado por comprimido. Plazo de entrega 3 dias habiles, vencimiento ofertado 30-03-2026, Sin canje."
1058012-7477-AG25,18/6/2025,COMPRA ALTERNATIVA FARMACIA AMBULATORIA JUNIO / ESTRADIOL 17 B 1 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-7338-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 48 HRS. CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-412-COT25.,$420.000,000,000,79800,499800,Fármarcos,LABORATORIOS RECALCINE SA,91.637.000-8,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",Grande,Región Metropolitana de Santiago,51181813,ESTRADIOL 17 B 1 MG CM,2100,Comprimido,200,420000,1058012-412-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ESTRADIOL 17 B 1 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51181813,91.637.000-8,880955 PRIMAQUIN 1 MG CAJA X 30 COMPRIMIDOS PA ESTRADIOL 1 MG REG ISP F-11122/21 VENCE 16-07-2029 PLAZO ENTREGA 48 HORAS PRECIO COTIZADO ES POR COMPRIMIDO
1057402-935-AG24,30/1/2024,PEDIDO FARMACIA/PILAS DE AUDIFONOS ENERO 2024 - DICIEMBRE 2024 (PROT),"PEDIDO FECHA 22-01-2024, COMPRA ÁGIL ID 1057402-120-COT24, ENTREGA CARGO PROVEEDOR. *****DESPACHO PARCIALIZADO MENSUAL DE ENERO 2024 A DICIEMBRE 2024***** MENSUAL PILAS 13: 540 UNIDADES MENSUAL PILAS 675: 90 UNIDADES MENSUAL PILAS 312: 50 UNIDADES",$1.623.840,000,000,308530,1932370,Bienes y Servicios,WS AUDIOLOGY CHILE SPA,76.136.334-4,"VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| EMPRESAS DE ASESORIA, CONSULTORIA FINANCIERA Y DE APOYO AL GIRO",Grande,Región Metropolitana de Santiago,26111706,PILAS AUDIFONO N°13,6480,Unidad,199,1289520,1057402-120-COT24,"SE REQUIEREN PILAS PARA AUDIFONOS DE USUARIOS DEL HCM, SE DEBE ADJUNTAR FICHA TÉCNICA E INDICAR PLAZO DE ENTREGA, INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, O QUE OMITA INFORMACIÓN SOLICITADA.",26111706,76.136.334-4,"Estimados adjunto cotización de pilas para audífonos 13,675,312, plazo de entrega 10 días hábiles, no existe ficha técnica de las pilas , indicar que son pilas ZINC -AIR"
1057402-935-AG24,30/1/2024,PEDIDO FARMACIA/PILAS DE AUDIFONOS ENERO 2024 - DICIEMBRE 2024 (PROT),"PEDIDO FECHA 22-01-2024, COMPRA ÁGIL ID 1057402-120-COT24, ENTREGA CARGO PROVEEDOR. *****DESPACHO PARCIALIZADO MENSUAL DE ENERO 2024 A DICIEMBRE 2024***** MENSUAL PILAS 13: 540 UNIDADES MENSUAL PILAS 675: 90 UNIDADES MENSUAL PILAS 312: 50 UNIDADES",$1.623.840,000,000,308530,1932370,Bienes y Servicios,WS AUDIOLOGY CHILE SPA,76.136.334-4,"VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| EMPRESAS DE ASESORIA, CONSULTORIA FINANCIERA Y DE APOYO AL GIRO",Grande,Región Metropolitana de Santiago,26111706,PILAS AUDIFONO N°675,1080,Unidad,199,214920,1057402-120-COT24,"SE REQUIEREN PILAS PARA AUDIFONOS DE USUARIOS DEL HCM, SE DEBE ADJUNTAR FICHA TÉCNICA E INDICAR PLAZO DE ENTREGA, INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, O QUE OMITA INFORMACIÓN SOLICITADA.",26111706,76.136.334-4,"Estimados adjunto cotización de pilas para audífonos 13,675,312, plazo de entrega 10 días hábiles, no existe ficha técnica de las pilas , indicar que son pilas ZINC -AIR"
1057402-935-AG24,30/1/2024,PEDIDO FARMACIA/PILAS DE AUDIFONOS ENERO 2024 - DICIEMBRE 2024 (PROT),"PEDIDO FECHA 22-01-2024, COMPRA ÁGIL ID 1057402-120-COT24, ENTREGA CARGO PROVEEDOR. *****DESPACHO PARCIALIZADO MENSUAL DE ENERO 2024 A DICIEMBRE 2024***** MENSUAL PILAS 13: 540 UNIDADES MENSUAL PILAS 675: 90 UNIDADES MENSUAL PILAS 312: 50 UNIDADES",$1.623.840,000,000,308530,1932370,Bienes y Servicios,WS AUDIOLOGY CHILE SPA,76.136.334-4,"VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| EMPRESAS DE ASESORIA, CONSULTORIA FINANCIERA Y DE APOYO AL GIRO",Grande,Región Metropolitana de Santiago,26111706,PILAS AUDIFONO N°312,600,Unidad,199,119400,1057402-120-COT24,"SE REQUIEREN PILAS PARA AUDIFONOS DE USUARIOS DEL HCM, SE DEBE ADJUNTAR FICHA TÉCNICA E INDICAR PLAZO DE ENTREGA, INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, O QUE OMITA INFORMACIÓN SOLICITADA.",26111706,76.136.334-4,"Estimados adjunto cotización de pilas para audífonos 13,675,312, plazo de entrega 10 días hábiles, no existe ficha técnica de las pilas , indicar que son pilas ZINC -AIR"
1058012-6642-AG25,4/7/2025,FARMACIA AMBULATORIA MARZO / CALCIO CITRATO TETRAHIDRATADO / VITAMINA D3 ( C ) 313 MG / 400 UI,PEDIDO FARMACIA AMBULATORIA MARZO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-172-COT25.,$115.200,000,000,21888,137088,Fármarcos,SCM PHARMA SPA,77.337.544-5,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Mediana,Región Metropolitana de Santiago,12162205,CALCIO CITRATO TETRAHIDRATADO / VITAMINA D3 ( C ) 313 MG / 400 UI,600,Cápsula,192,115200,1058012-172-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE VITAMINA D3 ( C ) 313 MG / 400 UI. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",12162205,77.337.544-5,"Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 7 dias- monto mínimo de despacho $ 100.000.- Cotización valida por 15 días."
